,gender,age,income,transaction_frequency,average_transaction_amount,click_rate,completion_rate,offer_received_A,offer_received_B,offer_received_C,offer_received_D,offer_received_E,offer_received_F,offer_received_G,offer_received_H,offer_received_I,offer_received_J,offer_viewed_A,offer_viewed_B,offer_viewed_C,offer_viewed_D,offer_viewed_E,offer_viewed_F,offer_viewed_G,offer_viewed_H,offer_viewed_I,offer_viewed_J,cluster_0,cluster_1,cluster_2
1604,0.0,0.5903614457831325,0.9777777777777777,0.16666666666666666,0.05747521060830916,0.3333333333333333,0.6666666666666666,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7984,0.0,0.22891566265060245,0.23333333333333328,0.3611111111111111,0.03006077582461395,0.8,0.8,0.0,0.0,0.25,0.25,0.2,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.2,0.25,0.0,0.0,1.0
9310,1.0,0.22891566265060245,0.14444444444444443,0.19444444444444442,0.008315692547202947,0.8,0.2,0.0,0.0,0.25,0.0,0.2,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,1.0,0.0,0.0
11869,0.0,0.0,0.011111111111111072,0.5555555555555556,0.006224112344120319,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0
3490,1.0,0.7831325301204819,0.7111111111111111,0.3055555555555555,0.05637543620133825,0.75,0.75,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
14398,1.0,0.2530120481927711,0.2777777777777778,0.2222222222222222,0.03467007774602964,1.0,0.75,0.25,0.25,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
11150,0.0,0.49397590361445787,0.19999999999999996,0.8055555555555555,0.006689259529979845,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.25,0.0,1.0,0.0
1994,0.0,0.6506024096385542,0.6555555555555556,0.16666666666666666,0.04799137631883994,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.25,0.0,1.0,0.0
2824,1.0,0.6626506024096386,0.38888888888888884,0.027777777777777776,0.05065674352670167,1.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.2,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.2,0.0,0.5,1.0,0.0,0.0
13579,1.0,0.7349397590361446,0.7888888888888889,0.1111111111111111,0.05231244600970164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
10568,0.0,0.3132530120481928,0.12222222222222223,0.08333333333333333,0.008025634778242927,0.5,0.16666666666666666,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.2,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0
1342,1.0,0.5542168674698795,0.7000000000000001,0.16666666666666666,0.05393123204937944,0.2,0.6,0.25,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
8512,1.0,0.5180722891566265,0.033333333333333326,0.41666666666666663,0.006015903603783198,1.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0
1619,0.0,0.6024096385542169,0.4111111111111111,0.3055555555555555,0.007512831820094762,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,0.0
11905,0.0,0.5301204819277109,0.2666666666666666,0.25,0.026926853759201418,0.6,0.4,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0
5287,1.0,0.7710843373493976,0.4444444444444444,0.2777777777777778,0.0465102886127539,0.25,1.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2060,0.0,0.45783132530120485,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.25,0.0,1.0,0.0
14545,0.0,0.5301204819277109,0.24444444444444446,0.3333333333333333,0.026225441336079916,0.75,1.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0
2219,0.0,0.048192771084337366,0.055555555555555525,0.6388888888888888,0.019652709361977928,1.0,0.8,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0
9865,0.0,0.0,0.16666666666666663,0.5,0.02431686121632298,0.8,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
6038,0.0,0.40963855421686746,0.47777777777777775,0.19444444444444442,0.03307607846115389,1.0,0.8,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.2,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.2,0.0,0.0,0.0,1.0,0.0
260,0.0,0.27710843373493976,0.12222222222222223,0.2222222222222222,0.006177043878884534,0.5,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0
13697,1.0,0.32530120481927716,0.37777777777777777,0.5,0.04036690022469809,0.6,0.4,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0,0.0,0.0
10231,1.0,0.5301204819277109,0.23333333333333328,0.0,0.0,0.6666666666666666,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0
12977,0.0,0.7469879518072289,0.34444444444444444,0.5833333333333333,0.008177519573625629,0.6666666666666666,0.5,0.25,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9093,1.0,0.5662650602409639,0.07777777777777778,0.41666666666666663,0.02101726951218612,0.4,0.6,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
3744,0.0,0.4819277108433735,0.09999999999999998,0.25,0.008028095874464404,0.8,0.4,0.0,0.25,0.0,0.0,0.2,0.25,0.25,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.0,0.0,0.0,1.0
2026,1.0,0.3975903614457831,0.6666666666666666,0.1388888888888889,0.048827164595654206,0.75,0.5,0.25,0.0,0.0,0.0,0.2,0.25,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0,0.0
6988,0.0,0.19277108433734944,0.4,0.41666666666666663,0.00665677305985632,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,1.0
4234,0.0,0.4457831325301205,0.43333333333333335,0.1388888888888889,0.01125656189780052,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1917,1.0,0.3614457831325302,0.08888888888888885,0.19444444444444442,0.025399567761186473,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
1828,1.0,0.40963855421686746,0.4111111111111111,0.25,0.046640234493247994,1.0,0.8,0.0,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
9765,0.0,0.5180722891566265,0.4444444444444444,0.3055555555555555,0.04002883509827493,1.0,0.5,0.0,0.0,0.5,0.25,0.2,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.5,0.25,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0
12607,0.0,0.3975903614457831,0.5111111111111111,0.16666666666666666,0.04745608789066826,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,1.0,0.0
12941,0.0,0.4457831325301205,0.4555555555555556,0.5,0.008067473414008068,0.8,0.6,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0
6233,0.0,0.16867469879518074,0.0,0.027777777777777776,0.018760936496334202,0.3333333333333333,0.0,0.0,0.25,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13650,0.0,0.7590361445783133,0.2777777777777778,0.1388888888888889,0.028272088953861834,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12846,1.0,0.4337349397590361,0.6444444444444445,0.2222222222222222,0.04511097082862649,0.8333333333333334,0.6666666666666666,0.25,0.0,0.0,0.0,0.2,0.0,0.5,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.2,0.0,1.0,0.0,0.0
6283,0.0,0.3373493975903614,0.47777777777777775,0.3333333333333333,0.008688284935876138,0.6,0.4,0.0,0.5,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4208,0.0,0.22891566265060245,0.3222222222222222,0.5,0.00825820837117269,0.75,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0
12819,1.0,0.036144578313253045,0.48888888888888893,0.3333333333333333,0.0450417524973974,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,1.0,0.0,0.0
224,1.0,0.5542168674698795,0.7222222222222222,0.19444444444444442,0.05695046973537239,0.6,0.8,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,1.0,0.0,0.0
8915,1.0,0.5421686746987951,0.4555555555555556,0.2222222222222222,0.04107692648459477,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10002,0.0,0.3614457831325302,0.37777777777777777,0.3611111111111111,0.032447849844354594,0.8,0.8,0.25,0.25,0.0,0.0,0.2,0.0,0.25,0.0,0.2,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0
9333,0.0,0.3855421686746988,0.4111111111111111,0.16666666666666666,0.005467325256015535,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0
6469,1.0,0.4337349397590361,0.34444444444444444,0.16666666666666666,0.01065039389845025,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0
13769,1.0,0.15662650602409642,0.011111111111111072,0.25,0.010284921109560622,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10954,0.0,0.5542168674698795,0.5555555555555556,0.2222222222222222,0.04804859680598934,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
846,0.0,0.3855421686746988,0.6555555555555556,0.05555555555555555,0.05028019580481539,1.0,0.0,0.0,0.0,0.25,0.25,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
4289,0.0,0.8554216867469879,0.9888888888888888,0.3055555555555555,0.05447860222263838,0.75,1.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.0,1.0,0.0,0.0
5560,0.0,0.6265060240963856,0.21111111111111114,0.3055555555555555,0.008876055390773976,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0
13234,1.0,0.6144578313253012,0.06666666666666665,0.1111111111111111,0.018589275034886037,0.25,0.5,0.0,0.25,0.0,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2551,0.0,0.4698795180722891,0.04444444444444445,0.2222222222222222,0.006033069749928013,0.8,0.2,0.0,0.25,0.25,0.0,0.2,0.0,0.25,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0
11120,1.0,0.7590361445783133,0.6555555555555556,0.2222222222222222,0.06327662967639046,1.0,0.8333333333333334,0.5,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.0,1.0,0.0,0.0
117,0.0,0.3493975903614458,0.4,0.1388888888888889,0.03285711121447715,1.0,0.6666666666666666,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
8837,0.0,0.07228915662650606,0.15555555555555556,0.2222222222222222,0.024184884931446163,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
5966,0.0,0.15662650602409642,0.23333333333333328,0.4722222222222222,0.027017624778664213,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1.0
8195,1.0,0.6385542168674699,0.5666666666666667,0.1111111111111111,0.044842403703457594,0.75,0.75,0.25,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12362,0.0,0.6506024096385542,0.6111111111111112,0.027777777777777776,0.04534077568830709,0.5,0.5,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8659,1.0,0.1204819277108434,0.4666666666666667,0.19444444444444442,0.00715440671583937,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,1.0,0.0,0.0
7489,1.0,0.14457831325301204,0.34444444444444444,0.1388888888888889,0.006312711808093562,0.75,0.0,0.25,0.25,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
5,1.0,0.5180722891566265,0.30000000000000004,0.16666666666666666,0.0315820172621289,1.0,0.6,0.25,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.25,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0
5342,0.0,0.8795180722891567,0.7999999999999999,0.1111111111111111,0.06745741688262787,0.5,0.25,0.25,0.0,0.25,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9111,0.0,0.5421686746987951,0.7333333333333333,0.3333333333333333,0.06265827925074387,0.75,0.75,0.0,0.0,0.0,0.25,0.2,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.2,0.0,0.0,1.0,0.0,0.0
10787,0.0,0.37349397590361444,0.5,0.08333333333333333,0.052081718238938,1.0,0.6,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.2,0.2,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.2,0.2,0.25,0.0,1.0,0.0
4324,1.0,0.3975903614457831,0.4444444444444444,0.1111111111111111,0.005044631979976522,0.75,0.0,0.0,0.25,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1063,1.0,0.07228915662650606,0.5,0.4722222222222222,0.12829853849972447,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,1.0,0.0,0.0
2590,0.0,0.18072289156626506,0.3222222222222222,0.16666666666666666,0.0066855678856476254,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.0
8434,1.0,0.6144578313253012,0.8777777777777779,0.1111111111111111,0.06187011318581523,1.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0
13046,1.0,0.8795180722891567,0.6444444444444445,0.1388888888888889,0.05157374797882474,0.6666666666666666,1.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0
9352,1.0,0.42168674698795183,0.24444444444444446,0.5277777777777778,0.028397293985845073,0.8333333333333334,0.8333333333333334,0.5,0.0,0.0,0.0,0.2,0.25,0.0,0.2,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.2,0.0,1.0,0.0,0.0
11062,1.0,0.7831325301204819,0.23333333333333328,0.25,0.02650108411288556,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
3735,0.0,0.4819277108433735,0.8777777777777779,0.1388888888888889,0.06741090216404193,0.5,0.75,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10589,1.0,0.7349397590361446,0.18888888888888888,0.25,0.023788956076815738,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
3517,1.0,0.5060240963855421,0.3111111111111111,0.41666666666666663,0.03417133659674693,0.8,0.8,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.2,0.0,1.0,0.0,0.0
6986,1.0,0.10843373493975902,0.011111111111111072,0.16666666666666666,0.01263280690485156,0.6,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0
11613,0.0,0.10843373493975902,0.38888888888888884,0.1388888888888889,0.006201962478127008,1.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0
10755,0.0,0.4698795180722891,0.4666666666666667,0.2777777777777778,0.05167120738919529,0.8,0.8,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,1.0
6767,1.0,0.40963855421686746,0.28888888888888886,0.1111111111111111,0.03944891133408643,1.0,0.8333333333333334,0.0,0.0,0.0,0.25,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
5622,1.0,0.4819277108433735,0.7444444444444444,0.1388888888888889,0.060624183223691515,0.6666666666666666,0.5,0.25,0.25,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1605,0.0,0.060240963855421686,0.04444444444444445,0.1388888888888889,0.0043059339490996084,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
1733,1.0,0.3493975903614458,0.4444444444444444,0.1111111111111111,0.046055108866591365,1.0,0.6,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.2,0.0,1.0,0.0,0.0
10516,1.0,0.5421686746987951,0.7444444444444444,0.16666666666666666,0.05839812169136377,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.25,1.0,0.0,0.0
10901,1.0,0.5060240963855421,0.7333333333333333,0.1388888888888889,0.061031740757968425,0.6,0.6,0.5,0.25,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13661,0.0,0.2530120481927711,0.7666666666666667,0.3055555555555555,0.05940996784242182,0.8,1.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,0.25,1.0,0.0,0.0
9504,0.0,0.5662650602409639,0.6555555555555556,0.08333333333333333,0.053868474095731735,0.8,0.6,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.2,0.0,0.0,0.0,1.0
11640,1.0,0.49397590361445787,0.7222222222222222,0.25,0.04679774465142265,0.8,0.6,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,1.0,0.0,0.0
3812,1.0,0.4337349397590361,0.7666666666666667,0.1388888888888889,0.057744700644561116,0.5,0.5,0.0,0.0,0.25,0.0,0.2,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
14073,0.0,0.42168674698795183,0.5,0.25,0.00791488544827637,0.75,0.5,0.0,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.0,1.0
10554,0.0,0.02409638554216867,0.011111111111111072,0.1111111111111111,0.005210755974926352,0.6,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10167,1.0,0.5180722891566265,0.6333333333333333,0.19444444444444442,0.05144148163617897,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0
11706,1.0,0.5060240963855421,0.48888888888888893,0.16666666666666666,0.03553207669760265,0.75,0.75,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1761,1.0,0.891566265060241,0.09999999999999998,0.5277777777777778,0.02059704380893759,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.4,0.0,1.0,0.0,0.0
5401,0.0,0.8313253012048194,0.04444444444444445,0.2222222222222222,0.01759529979843622,1.0,0.6,0.0,0.0,0.0,0.5,0.2,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.25,0.2,0.0,0.0,0.0,1.0,0.0
2739,0.0,0.6506024096385542,0.38888888888888884,0.19444444444444442,0.041606941135149,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.5,0.0,1.0,0.0
